Date of Encashment,Name of Political Party,Account Number of Political Party,Prefix,Bond Number,Denominations,Pay Branch Code,Pay Teller
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OC,775,10000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OC,3975,10000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OC,3967,10000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10418,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,126,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,116,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10466,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,122,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,158,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,108,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10446,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10434,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,162,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,128,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,113,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10423,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,110,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,131,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,164,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,118,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10449,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10417,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10426,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10420,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10443,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10452,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,160,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10408,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,120,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10464,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,124,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10440,1000000,800,2770121
12-04-2019,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,TL,10469,1000000,800,2770121
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,6646,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,6644,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5470,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5455,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5467,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5460,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5463,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5451,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5458,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5454,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5474,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5459,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5475,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5464,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5453,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5472,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5471,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5468,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5450,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5462,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5457,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,OC,5466,10000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,TL,10876,1000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,TL,10877,1000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,TL,10885,1000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,TL,10856,1000000,847,3367975
12-04-2019,BHARAT RASHTRA SAMITHI,*******7477,TL,10870,1000000,847,3367975
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4274,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4276,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5827,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5847,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4303,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4301,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5831,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4321,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5861,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4325,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5843,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5837,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5817,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4319,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4293,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4305,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5801,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5825,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4313,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5805,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5829,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5821,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5839,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5841,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5813,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5833,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4327,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4311,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4347,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4317,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5809,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5855,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4333,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4335,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4337,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4343,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4295,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4331,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5819,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5853,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5857,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4349,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5803,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5849,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4299,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4329,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4315,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4339,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5835,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5807,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5811,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4309,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4341,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5815,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4345,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5851,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4297,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5845,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4307,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4323,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5859,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5823,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5856,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5868,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5870,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5846,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5866,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5848,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5852,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5874,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5872,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5850,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5858,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5864,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5862,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5860,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5854,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5818,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5840,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5844,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5836,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5820,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5828,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5832,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5842,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5830,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5834,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5824,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5822,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5826,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5838,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5802,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4342,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4334,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5804,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4340,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4348,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4346,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4330,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4344,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4338,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4332,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4336,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5806,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4350,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6603,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5886,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5896,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5890,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5888,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6609,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5882,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6607,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6611,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5892,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5894,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6605,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5885,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5871,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5875,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5873,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,2588,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,2793,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,2810,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4488,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5148,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4432,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5173,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5107,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5101,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5211,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5102,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5130,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5149,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5216,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5213,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5151,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5215,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5214,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5103,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5128,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5105,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5212,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5126,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5150,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5142,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5127,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5144,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5106,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5123,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5146,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5147,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5108,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5124,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5121,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5143,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5145,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5109,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5129,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5104,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5192,10000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4433,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5110,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5122,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5125,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,740,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,742,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,744,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6217,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6221,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6233,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6241,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6247,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6214,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6238,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4592,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6203,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6231,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6227,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4574,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6207,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6211,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6243,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6225,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6245,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6230,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6204,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4582,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4584,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6222,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6232,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6246,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6248,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6206,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6210,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6228,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6242,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6215,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6216,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6236,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6202,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6249,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6218,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6224,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4585,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6229,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4575,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6223,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6250,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4594,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6201,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6205,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6208,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4561,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4595,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6220,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4583,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6212,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6219,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6239,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6234,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6235,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6244,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,4593,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6237,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,6209,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5708,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5712,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5717,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5720,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5704,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,5722,10000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,6832,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,6838,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,6840,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,6836,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,6834,1000000,691,3300196
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12449,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12415,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12469,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12435,1000000,691,3627829
12-04-2019,BHARATIYA JANATA PARTY,*******8244,TL,12473,1000000,691,3627829
